DEB [20191218-10:36:33.462] thr=1   paramiko.transport: starting thread (client mode): 0x861b6400
DEB [20191218-10:37:19.111] thr=1   paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group14-sha1'] server key:['ssh-rsa', 'rsa-sha2-512', 'rsa-sha2-256', 'ssh-dss', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20191218-10:37:19.112] thr=1   paramiko.transport: Kex agreed: curve25519-sha256@libssh.org
DEB [20191218-10:37:19.112] thr=1   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
DEB [20191218-10:37:19.113] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20191218-10:37:19.113] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20191218-10:37:19.113] thr=1   paramiko.transport: Compression agreed: none
DEB [20191218-10:37:19.184] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20191218-10:37:19.186] thr=1   paramiko.transport: Switch to new keys ...
DEB [20191218-10:37:19.187] thr=2   paramiko.transport: Host key verified (ecdsa-sha2-nistp256)
DEB [20191218-10:37:19.187] thr=2   paramiko.transport: Attempting password auth...
DEB [20191218-10:37:19.269] thr=1   paramiko.transport: userauth is OK
INF [20191218-10:37:19.304] thr=1   paramiko.transport: Authentication (password) successful!
DEB [20191218-10:37:19.305] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20191218-10:37:19.330] thr=1   paramiko.transport: Received global request "hostkeys-00@openssh.com"
DEB [20191218-10:37:19.331] thr=1   paramiko.transport: Rejecting "hostkeys-00@openssh.com" global request from server.
DEB [20191218-10:37:19.396] thr=1   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20191218-10:37:19.397] thr=1   paramiko.transport: Secsh channel 0 opened.
DEB [20191218-10:37:19.425] thr=1   paramiko.transport: [chan 0] Sesch channel 0 request ok
INF [20191218-10:37:19.451] thr=2   paramiko.transport.sftp: [chan 0] Opened sftp connection (server version 3)
DEB [20191218-10:37:19.451] thr=2   paramiko.transport.sftp: [chan 0] normalize(b'.')
DEB [20191218-10:37:19.477] thr=2   paramiko.transport.sftp: [chan 0] stat(b'incoming')
DEB [20191218-10:37:19.503] thr=2   paramiko.transport.sftp: [chan 0] normalize(b'incoming')
DEB [20191218-10:37:19.528] thr=2   paramiko.transport.sftp: [chan 0] listdir(b'/incoming/.')
DEB [20191218-10:37:19.632] thr=2   paramiko.transport.sftp: [chan 0] stat(b'/')
DEB [20191218-10:37:19.657] thr=2   paramiko.transport.sftp: [chan 0] normalize(b'/')
INF [20191218-10:37:19.682] thr=2   paramiko.transport.sftp: [chan 0] sftp session closed.
DEB [20191218-10:37:19.683] thr=2   paramiko.transport: [chan 0] EOF sent (0)
DEB [20191218-10:37:44.442] thr=1   paramiko.transport: starting thread (client mode): 0x9a52130
DEB [20191218-10:37:44.443] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.1
DEB [20191218-10:37:44.469] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_7.2
INF [20191218-10:37:44.470] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_7.2)
DEB [20191218-10:37:44.493] thr=1   paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group14-sha1'] server key:['ssh-rsa', 'rsa-sha2-512', 'rsa-sha2-256', 'ssh-dss', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20191218-10:37:44.493] thr=1   paramiko.transport: Kex agreed: curve25519-sha256@libssh.org
DEB [20191218-10:37:44.493] thr=1   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
DEB [20191218-10:37:44.493] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20191218-10:37:44.493] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20191218-10:37:44.493] thr=1   paramiko.transport: Compression agreed: none
DEB [20191218-10:37:44.565] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20191218-10:37:44.566] thr=1   paramiko.transport: Switch to new keys ...
DEB [20191218-10:37:44.567] thr=2   paramiko.transport: Host key verified (ecdsa-sha2-nistp256)
DEB [20191218-10:37:44.567] thr=2   paramiko.transport: Attempting password auth...
DEB [20191218-10:37:44.651] thr=1   paramiko.transport: userauth is OK
INF [20191218-10:37:44.685] thr=1   paramiko.transport: Authentication (password) successful!
DEB [20191218-10:37:44.686] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20191218-10:37:44.716] thr=1   paramiko.transport: Received global request "hostkeys-00@openssh.com"
DEB [20191218-10:37:44.716] thr=1   paramiko.transport: Rejecting "hostkeys-00@openssh.com" global request from server.
DEB [20191218-10:37:44.779] thr=1   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20191218-10:37:44.780] thr=1   paramiko.transport: Secsh channel 0 opened.
DEB [20191218-10:37:44.805] thr=1   paramiko.transport: [chan 0] Sesch channel 0 request ok
INF [20191218-10:37:44.829] thr=2   paramiko.transport.sftp: [chan 0] Opened sftp connection (server version 3)
DEB [20191218-10:37:44.829] thr=2   paramiko.transport.sftp: [chan 0] normalize(b'.')
DEB [20191218-10:37:44.852] thr=2   paramiko.transport.sftp: [chan 0] stat(b'incoming')
DEB [20191218-10:37:44.876] thr=2   paramiko.transport.sftp: [chan 0] normalize(b'incoming')
DEB [20191218-10:37:44.900] thr=2   paramiko.transport.sftp: [chan 0] listdir(b'/incoming/.')
DEB [20191218-10:37:45.000] thr=2   paramiko.transport.sftp: [chan 0] stat(b'/')
DEB [20191218-10:37:45.026] thr=2   paramiko.transport.sftp: [chan 0] normalize(b'/')
INF [20191218-10:37:45.051] thr=2   paramiko.transport.sftp: [chan 0] sftp session closed.
DEB [20191218-10:37:45.051] thr=2   paramiko.transport: [chan 0] EOF sent (0)
DEB [20191218-10:37:59.040] thr=1   paramiko.transport: starting thread (client mode): 0x32da9130
DEB [20191218-10:37:59.041] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.1
DEB [20191218-10:37:59.067] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_7.2
INF [20191218-10:37:59.067] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_7.2)
DEB [20191218-10:37:59.090] thr=1   paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group14-sha1'] server key:['ssh-rsa', 'rsa-sha2-512', 'rsa-sha2-256', 'ssh-dss', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20191218-10:37:59.090] thr=1   paramiko.transport: Kex agreed: curve25519-sha256@libssh.org
DEB [20191218-10:37:59.090] thr=1   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
DEB [20191218-10:37:59.091] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20191218-10:37:59.091] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20191218-10:37:59.091] thr=1   paramiko.transport: Compression agreed: none
DEB [20191218-10:37:59.161] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20191218-10:37:59.162] thr=1   paramiko.transport: Switch to new keys ...
DEB [20191218-10:37:59.163] thr=2   paramiko.transport: Host key verified (ecdsa-sha2-nistp256)
DEB [20191218-10:37:59.163] thr=2   paramiko.transport: Attempting password auth...
DEB [20191218-10:37:59.247] thr=1   paramiko.transport: userauth is OK
INF [20191218-10:37:59.281] thr=1   paramiko.transport: Authentication (password) successful!
DEB [20191218-10:37:59.282] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20191218-10:37:59.305] thr=1   paramiko.transport: Received global request "hostkeys-00@openssh.com"
DEB [20191218-10:37:59.306] thr=1   paramiko.transport: Rejecting "hostkeys-00@openssh.com" global request from server.
DEB [20191218-10:37:59.372] thr=1   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20191218-10:37:59.372] thr=1   paramiko.transport: Secsh channel 0 opened.
DEB [20191218-10:37:59.397] thr=1   paramiko.transport: [chan 0] Sesch channel 0 request ok
INF [20191218-10:37:59.420] thr=2   paramiko.transport.sftp: [chan 0] Opened sftp connection (server version 3)
DEB [20191218-10:37:59.420] thr=2   paramiko.transport.sftp: [chan 0] normalize(b'.')
DEB [20191218-10:37:59.444] thr=2   paramiko.transport.sftp: [chan 0] stat(b'incoming')
DEB [20191218-10:37:59.469] thr=2   paramiko.transport.sftp: [chan 0] normalize(b'incoming')
DEB [20191218-10:37:59.494] thr=2   paramiko.transport.sftp: [chan 0] listdir(b'/incoming/.')
DEB [20191218-10:37:59.593] thr=2   paramiko.transport.sftp: [chan 0] stat(b'/')
DEB [20191218-10:37:59.616] thr=2   paramiko.transport.sftp: [chan 0] normalize(b'/')
INF [20191218-10:37:59.640] thr=2   paramiko.transport.sftp: [chan 0] sftp session closed.
DEB [20191218-10:37:59.640] thr=2   paramiko.transport: [chan 0] EOF sent (0)
DEB [20191218-10:38:33.539] thr=1   paramiko.transport: starting thread (client mode): 0x2699f130
DEB [20191218-10:38:33.539] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.1
DEB [20191218-10:38:33.566] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_7.2
INF [20191218-10:38:33.566] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_7.2)
DEB [20191218-10:38:33.590] thr=1   paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group14-sha1'] server key:['ssh-rsa', 'rsa-sha2-512', 'rsa-sha2-256', 'ssh-dss', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20191218-10:38:33.590] thr=1   paramiko.transport: Kex agreed: curve25519-sha256@libssh.org
DEB [20191218-10:38:33.590] thr=1   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
DEB [20191218-10:38:33.591] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20191218-10:38:33.591] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20191218-10:38:33.592] thr=1   paramiko.transport: Compression agreed: none
DEB [20191218-10:38:33.662] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20191218-10:38:33.663] thr=1   paramiko.transport: Switch to new keys ...
DEB [20191218-10:38:33.664] thr=2   paramiko.transport: Host key verified (ecdsa-sha2-nistp256)
DEB [20191218-10:38:33.664] thr=2   paramiko.transport: Attempting password auth...
DEB [20191218-10:38:33.747] thr=1   paramiko.transport: userauth is OK
INF [20191218-10:38:33.782] thr=1   paramiko.transport: Authentication (password) successful!
DEB [20191218-10:38:33.783] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20191218-10:38:33.827] thr=1   paramiko.transport: Received global request "hostkeys-00@openssh.com"
DEB [20191218-10:38:33.827] thr=1   paramiko.transport: Rejecting "hostkeys-00@openssh.com" global request from server.
DEB [20191218-10:38:33.896] thr=1   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20191218-10:38:33.896] thr=1   paramiko.transport: Secsh channel 0 opened.
DEB [20191218-10:38:33.922] thr=1   paramiko.transport: [chan 0] Sesch channel 0 request ok
INF [20191218-10:38:33.948] thr=2   paramiko.transport.sftp: [chan 0] Opened sftp connection (server version 3)
DEB [20191218-10:38:33.948] thr=2   paramiko.transport.sftp: [chan 0] normalize(b'.')
DEB [20191218-10:38:33.973] thr=2   paramiko.transport.sftp: [chan 0] stat(b'incoming')
DEB [20191218-10:38:33.998] thr=2   paramiko.transport.sftp: [chan 0] normalize(b'incoming')
DEB [20191218-10:38:34.023] thr=2   paramiko.transport.sftp: [chan 0] listdir(b'/incoming/.')
DEB [20191218-10:38:34.125] thr=2   paramiko.transport.sftp: [chan 0] stat(b'/')
DEB [20191218-10:38:34.149] thr=2   paramiko.transport.sftp: [chan 0] normalize(b'/')
INF [20191218-10:38:34.174] thr=2   paramiko.transport.sftp: [chan 0] sftp session closed.
DEB [20191218-10:38:34.174] thr=2   paramiko.transport: [chan 0] EOF sent (0)
DEB [20191218-10:39:55.274] thr=1   paramiko.transport: starting thread (client mode): 0x2396d130
DEB [20191218-10:39:55.275] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.1
DEB [20191218-10:39:55.301] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_7.2
INF [20191218-10:39:55.301] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_7.2)
DEB [20191218-10:39:55.324] thr=1   paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group14-sha1'] server key:['ssh-rsa', 'rsa-sha2-512', 'rsa-sha2-256', 'ssh-dss', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20191218-10:39:55.324] thr=1   paramiko.transport: Kex agreed: curve25519-sha256@libssh.org
DEB [20191218-10:39:55.324] thr=1   paramiko.transport: HostKey agreed: ecdsa-sha2-nistp256
DEB [20191218-10:39:55.324] thr=1   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20191218-10:39:55.325] thr=1   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20191218-10:39:55.325] thr=1   paramiko.transport: Compression agreed: none
DEB [20191218-10:39:55.396] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20191218-10:39:55.397] thr=1   paramiko.transport: Switch to new keys ...
DEB [20191218-10:39:55.397] thr=2   paramiko.transport: Host key verified (ecdsa-sha2-nistp256)
DEB [20191218-10:39:55.397] thr=2   paramiko.transport: Attempting password auth...
DEB [20191218-10:39:55.481] thr=1   paramiko.transport: userauth is OK
INF [20191218-10:39:55.516] thr=1   paramiko.transport: Authentication (password) successful!
DEB [20191218-10:39:55.517] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20191218-10:39:55.573] thr=1   paramiko.transport: Received global request "hostkeys-00@openssh.com"
DEB [20191218-10:39:55.573] thr=1   paramiko.transport: Rejecting "hostkeys-00@openssh.com" global request from server.
DEB [20191218-10:39:55.639] thr=1   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20191218-10:39:55.639] thr=1   paramiko.transport: Secsh channel 0 opened.
DEB [20191218-10:39:55.664] thr=1   paramiko.transport: [chan 0] Sesch channel 0 request ok
INF [20191218-10:39:55.689] thr=2   paramiko.transport.sftp: [chan 0] Opened sftp connection (server version 3)
DEB [20191218-10:39:55.689] thr=2   paramiko.transport.sftp: [chan 0] normalize(b'.')
DEB [20191218-10:39:55.713] thr=2   paramiko.transport.sftp: [chan 0] stat(b'incoming')
DEB [20191218-10:39:55.737] thr=2   paramiko.transport.sftp: [chan 0] normalize(b'incoming')
DEB [20191218-10:39:55.761] thr=2   paramiko.transport.sftp: [chan 0] listdir(b'/incoming/.')
DEB [20191218-10:39:55.857] thr=2   paramiko.transport.sftp: [chan 0] stat(b'/')
DEB [20191218-10:39:55.881] thr=2   paramiko.transport.sftp: [chan 0] normalize(b'/')
INF [20191218-10:39:55.906] thr=2   paramiko.transport.sftp: [chan 0] sftp session closed.
DEB [20191218-10:39:55.906] thr=2   paramiko.transport: [chan 0] EOF sent (0)
DEB [20191218-10:40:13.965] thr=1   paramiko.transport: starting thread (client mode): 0x7edb6130
DEB [20191218-10:40:13.965] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.7.1
DEB [20191218-10:40:13.993] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_7.2
INF [20191218-10:40:13.994] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_7.2)
